fold,acc,logloss,auc,best_iter,train_seconds,n_train,n_valid
0,0.8159861989649224,0.38041141963080316,0.9060725831626959,400,0.39563658300903626,6954,1739
1,0.816561242093157,0.38820952819146215,0.9020487097678801,400,0.38835820800159127,6954,1739
2,0.8113858539390454,0.3828001332636575,0.9045355217278581,400,0.42197729100007564,6954,1739
3,0.8170310701956272,0.36339123789721955,0.9133971196821719,400,0.3895955419866368,6955,1738
4,0.8026467203682394,0.3980926138877675,0.8974077139546432,400,0.4023379999853205,6955,1738
