trial,best_threshold,threshold_metric,mean_fold_best_iterations,std_fold_best_iterations,fold_best_iterations_json,params_json,mean_cv_accuracy,std_cv_accuracy,mean_cv_auc,std_cv_auc,mean_cv_f1,std_cv_f1,mean_cv_precision,std_cv_precision,mean_cv_recall,std_cv_recall,mean_cv_logloss,std_cv_logloss,oof_accuracy,oof_auc,oof_f1,oof_precision,oof_recall,oof_logloss
1,0.49,accuracy,708.4,130.7434128359819,"[812, 557, 823, 810, 540]","{""depth"": 6, ""iterations"": 2000, ""l2_leaf_reg"": 5.0, ""learning_rate"": 0.03}",0.8189353298160192,0.00795113025113197,0.906362078763155,0.007164723674371108,0.8227685012496302,0.008181199903804847,0.8112707937639337,0.006785003246076398,0.8346296151337247,0.010839811337873508,0.3781620760323373,0.013727161520932812,0.8189347751064074,0.9062040159715676,0.8227876604368386,0.8112788632326821,0.8346276838739151,0.3781621263414586
