kind,target_rate_name,target_positive_rate,threshold,honest_oof_acc,positive_rate,changed_vs_v2_best,changed_vs_public_style,changed_vs_anchor_a7,w_a7_blend,w_groupfill,w_legacy_public,w_public,w_stepwise_balanced,w_stepwise_safe_te,w_v2
rank,anchor511,0.51134,0.4977899906454631,0.8222707925917405,0.5115735328501286,125,379,153,0.0,0.05,0.0,0.15,0.4,0.0,0.4
rank,anchor511,0.51134,0.49763797942001875,0.8222707925917405,0.5115735328501286,125,383,151,0.0,0.0,0.0,0.15,0.4,0.0,0.45
logit,anchor511,0.51134,0.037026707893444796,0.8219256873346371,0.5115735328501286,97,393,137,0.05,0.0,0.05,0.1,0.3,0.0,0.5
rank,anchor511,0.51134,0.4978367633302152,0.8219256873346371,0.5115735328501286,125,379,153,0.0,0.05,0.0,0.15,0.35,0.05,0.4
rank,anchor511,0.51134,0.49789522918615536,0.8219256873346371,0.5115735328501286,127,385,149,0.0,0.0,0.05,0.15,0.4,0.0,0.4
logit,anchor511,0.51134,0.03774732488402036,0.8218106522489359,0.5115735328501286,95,397,135,0.05,0.0,0.1,0.1,0.25,0.05,0.45
logit,anchor511,0.51134,0.036405367885620085,0.8218106522489359,0.5115735328501286,103,397,139,0.05,0.0,0.05,0.1,0.3,0.05,0.45
rank,anchor511,0.51134,0.4974041159962582,0.8218106522489359,0.5115735328501286,127,383,147,0.0,0.0,0.05,0.15,0.35,0.05,0.4
rank,anchor511,0.51134,0.497778297474275,0.8218106522489359,0.5115735328501286,143,363,165,0.0,0.0,0.0,0.2,0.3,0.1,0.4
prob,anchor511,0.51134,0.5091328076074314,0.8216956171632348,0.5115735328501286,95,397,137,0.05,0.0,0.05,0.1,0.3,0.0,0.5
prob,anchor511,0.51134,0.5084869268278837,0.8216956171632348,0.5115735328501286,99,399,137,0.05,0.0,0.05,0.1,0.3,0.05,0.45
rank,anchor511,0.51134,0.4964686623012161,0.8216956171632348,0.5115735328501286,125,385,145,0.0,0.0,0.1,0.15,0.3,0.1,0.35
rank,anchor511,0.51134,0.49756782039289055,0.8216956171632348,0.5115735328501286,125,387,147,0.05,0.0,0.0,0.15,0.4,0.0,0.4
rank,anchor511,0.51134,0.4975210477081385,0.8216956171632348,0.5115735328501286,127,381,151,0.05,0.05,0.0,0.15,0.4,0.0,0.35
rank,anchor511,0.51134,0.49825771749298414,0.8216956171632348,0.5115735328501286,127,379,153,0.0,0.05,0.0,0.15,0.3,0.1,0.4
rank,anchor511,0.51134,0.49764967259120674,0.8216956171632348,0.5115735328501286,143,359,165,0.0,0.0,0.05,0.2,0.4,0.0,0.35
rank,anchor511,0.51134,0.4979653882132834,0.8216956171632348,0.5115735328501286,145,359,165,0.05,0.0,0.0,0.2,0.35,0.05,0.35
prob,anchor511,0.51134,0.5083900923696404,0.8215805820775336,0.5115735328501286,99,399,139,0.05,0.0,0.05,0.1,0.25,0.1,0.45
prob,anchor511,0.51134,0.5076381007953644,0.8215805820775336,0.5115735328501286,107,395,149,0.0,0.0,0.0,0.1,0.4,0.0,0.5
logit,anchor511,0.51134,0.03119354233857398,0.8215805820775336,0.5115735328501286,109,393,149,0.0,0.0,0.0,0.1,0.4,0.0,0.5
rank,anchor511,0.51134,0.49681945743685685,0.8215805820775336,0.5115735328501286,125,385,145,0.0,0.0,0.1,0.15,0.35,0.05,0.35
rank,anchor511,0.51134,0.49694808231992516,0.8215805820775336,0.5115735328501286,127,383,149,0.05,0.0,0.05,0.15,0.4,0.0,0.35
rank,anchor511,0.51134,0.4963049579045837,0.8215805820775336,0.5115735328501286,133,381,155,0.05,0.0,0.0,0.15,0.4,0.05,0.35
rank,anchor511,0.51134,0.49659728718428436,0.8215805820775336,0.5115735328501286,133,377,157,0.0,0.0,0.0,0.15,0.45,0.0,0.4
rank,anchor511,0.51134,0.4972988774555659,0.8215805820775336,0.5115735328501286,143,361,165,0.0,0.0,0.05,0.2,0.35,0.05,0.35
rank,anchor511,0.51134,0.4979303086997193,0.8215805820775336,0.5115735328501286,145,357,167,0.05,0.0,0.0,0.2,0.4,0.0,0.35
logit,anchor511,0.51134,0.04062941687267872,0.8214655469918325,0.5115735328501286,95,397,135,0.05,0.0,0.1,0.1,0.3,0.0,0.45
prob,anchor511,0.51134,0.51039082062395,0.8214655469918325,0.5115735328501286,97,399,135,0.05,0.0,0.1,0.1,0.25,0.05,0.45
logit,anchor511,0.51134,0.03440312771961609,0.8214655469918325,0.5115735328501286,99,399,139,0.05,0.0,0.05,0.1,0.25,0.1,0.45
logit,anchor511,0.51134,0.0371914557279467,0.8214655469918325,0.5115735328501286,99,399,143,0.05,0.0,0.0,0.1,0.35,0.0,0.5
rank,anchor511,0.51134,0.497298877455566,0.8214655469918325,0.5115735328501286,115,387,139,0.05,0.0,0.0,0.15,0.35,0.0,0.45
rank,anchor511,0.51134,0.49740411599625817,0.8214655469918325,0.5115735328501286,117,385,139,0.05,0.0,0.05,0.15,0.35,0.0,0.4
rank,anchor511,0.51134,0.4969480823199252,0.8214655469918325,0.5115735328501286,125,385,145,0.0,0.0,0.05,0.15,0.3,0.1,0.4
rank,anchor511,0.51134,0.49760289990645457,0.8214655469918325,0.5115735328501286,125,385,149,0.0,0.0,0.0,0.15,0.35,0.05,0.45
rank,anchor511,0.51134,0.49597754911131897,0.8214655469918325,0.5115735328501286,135,379,157,0.05,0.0,0.0,0.15,0.45,0.0,0.35
rank,anchor511,0.51134,0.49802385406922356,0.8214655469918325,0.5115735328501286,143,361,163,0.05,0.0,0.05,0.2,0.4,0.0,0.3
rank,anchor511,0.51134,0.49801216089803557,0.8214655469918325,0.5115735328501286,143,361,163,0.05,0.0,0.0,0.2,0.3,0.1,0.35
rank,anchor511,0.51134,0.49711178671655754,0.8214655469918325,0.5115735328501286,149,355,167,0.05,0.05,0.0,0.2,0.35,0.05,0.3
logit,mid525,0.525,-0.029983985077207637,0.8214655469918325,0.5251344400280571,147,343,149,0.05,0.05,0.0,0.15,0.4,0.0,0.35
logit,anchor511,0.51134,0.03334744818963242,0.8213505119061314,0.5115735328501286,99,397,139,0.0,0.0,0.05,0.1,0.25,0.1,0.5
prob,anchor511,0.51134,0.5088415469227983,0.8213505119061314,0.5115735328501286,101,397,137,0.05,0.0,0.05,0.1,0.35,0.0,0.45
prob,anchor511,0.51134,0.50744503867795,0.8213505119061314,0.5115735328501286,105,397,139,0.05,0.0,0.1,0.1,0.35,0.0,0.4
prob,anchor511,0.51134,0.5060524357329617,0.8213505119061314,0.5115735328501286,107,393,141,0.0,0.05,0.1,0.1,0.3,0.05,0.4
logit,anchor511,0.51134,0.03362277128291194,0.8213505119061314,0.5115735328501286,107,395,139,0.05,0.0,0.1,0.1,0.35,0.0,0.4
prob,anchor511,0.51134,0.5077006204109363,0.8213505119061314,0.5115735328501286,107,397,147,0.05,0.0,0.0,0.1,0.3,0.1,0.45
prob,anchor511,0.51134,0.5074967942483674,0.8213505119061314,0.5115735328501286,111,393,149,0.05,0.0,0.0,0.1,0.4,0.0,0.45
logit,anchor511,0.51134,0.006742305522270037,0.8213505119061314,0.5115735328501286,119,413,145,0.0,0.05,0.1,0.05,0.45,0.0,0.35
rank,anchor511,0.51134,0.4960477081384472,0.8213505119061314,0.5115735328501286,127,385,147,0.05,0.0,0.05,0.15,0.3,0.1,0.35
rank,anchor511,0.51134,0.49822263797942,0.8213505119061314,0.5115735328501286,127,381,151,0.05,0.05,0.0,0.15,0.3,0.1,0.35
logit,anchor511,0.51134,0.03794355913818792,0.8213505119061314,0.5115735328501286,129,365,161,0.05,0.0,0.0,0.15,0.4,0.0,0.4
rank,anchor511,0.51134,0.4960944808231993,0.8213505119061314,0.5115735328501286,137,395,157,0.05,0.05,0.0,0.1,0.5,0.0,0.3
logit,anchor511,0.51134,0.023380067579472467,0.8213505119061314,0.5115735328501286,137,383,161,0.0,0.0,0.0,0.1,0.5,0.0,0.4
rank,anchor511,0.51134,0.4969597754911132,0.8213505119061314,0.5115735328501286,143,359,163,0.0,0.0,0.1,0.2,0.4,0.0,0.3
rank,anchor511,0.51134,0.49618802619270347,0.8213505119061314,0.5115735328501286,145,383,163,0.05,0.0,0.0,0.15,0.45,0.05,0.3
rank,anchor511,0.51134,0.4973339569691301,0.8213505119061314,0.5115735328501286,151,357,171,0.0,0.05,0.0,0.2,0.4,0.05,0.3
prob,mid525,0.525,0.49174391228155045,0.8213505119061314,0.5251344400280571,133,349,141,0.05,0.05,0.0,0.15,0.3,0.05,0.4
logit,public532,0.53238,-0.07794043995694404,0.8213505119061314,0.5326163198503624,159,355,147,0.0,0.05,0.0,0.1,0.4,0.05,0.4
logit,public532,0.53238,-0.07767083166421249,0.8213505119061314,0.5326163198503624,161,353,147,0.0,0.05,0.0,0.1,0.45,0.0,0.4
logit,anchor511,0.51134,0.036040160042165245,0.8212354768204302,0.5115735328501286,105,395,139,0.05,0.0,0.05,0.1,0.35,0.0,0.45
logit,anchor511,0.51134,0.031164515288255125,0.8212354768204302,0.5115735328501286,107,395,149,0.0,0.0,0.0,0.1,0.3,0.1,0.5
prob,anchor511,0.51134,0.5081313386765909,0.8212354768204302,0.5115735328501286,109,395,149,0.05,0.0,0.0,0.1,0.35,0.05,0.45
rank,anchor511,0.51134,0.49863189897100096,0.8212354768204302,0.5115735328501286,111,383,137,0.05,0.05,0.1,0.15,0.3,0.0,0.35
logit,anchor511,0.51134,0.03324400472625409,0.8212354768204302,0.5115735328501286,111,395,149,0.05,0.0,0.0,0.1,0.3,0.1,0.45
prob,anchor511,0.51134,0.5070364065941619,0.8212354768204302,0.5115735328501286,113,391,145,0.05,0.0,0.05,0.1,0.4,0.0,0.4
logit,anchor511,0.51134,0.03145090321165177,0.8212354768204302,0.5115735328501286,113,393,149,0.05,0.0,0.0,0.1,0.4,0.0,0.45
rank,anchor511,0.51134,0.4968896164639851,0.8212354768204302,0.5115735328501286,115,385,139,0.05,0.0,0.0,0.15,0.3,0.05,0.45
rank,anchor511,0.51134,0.49692469597754907,0.8212354768204302,0.5115735328501286,125,385,145,0.05,0.0,0.05,0.15,0.35,0.05,0.35
rank,anchor511,0.51134,0.49746258185219827,0.8212354768204302,0.5115735328501286,127,385,149,0.0,0.0,0.0,0.15,0.3,0.1,0.45
logit,anchor511,0.51134,0.025559590823016256,0.8212354768204302,0.5115735328501286,133,383,159,0.05,0.0,0.0,0.1,0.45,0.05,0.35
rank,anchor511,0.51134,0.4957202993451824,0.8212354768204302,0.5115735328501286,135,383,155,0.05,0.0,0.05,0.15,0.45,0.0,0.3
prob,anchor511,0.51134,0.5052815050620041,0.8212354768204302,0.5115735328501286,137,385,161,0.0,0.0,0.0,0.1,0.5,0.0,0.4
rank,anchor511,0.51134,0.4978367633302151,0.8212354768204302,0.5115735328501286,143,361,163,0.05,0.0,0.05,0.2,0.35,0.05,0.3
rank,anchor511,0.51134,0.49749766136576246,0.8212354768204302,0.5115735328501286,149,355,167,0.05,0.05,0.0,0.2,0.4,0.0,0.3
rank,public532,0.53238,0.480367165575304,0.8212354768204302,0.5326163198503624,167,349,155,0.0,0.1,0.0,0.15,0.35,0.1,0.3
prob,public536,0.53659,0.47744702620096585,0.8212354768204302,0.5368248772504092,181,331,161,0.0,0.1,0.05,0.15,0.35,0.05,0.3
logit,public536,0.53659,-0.09299708280628405,0.8212354768204302,0.5368248772504092,189,325,171,0.0,0.1,0.0,0.15,0.4,0.05,0.3
prob,anchor511,0.51134,0.5077122594192544,0.8211204417347291,0.5115735328501286,97,399,139,0.0,0.0,0.05,0.1,0.25,0.1,0.5
logit,anchor511,0.51134,0.034698209017223626,0.8211204417347291,0.5115735328501286,99,397,139,0.0,0.0,0.05,0.1,0.35,0.0,0.5
prob,anchor511,0.51134,0.5041444458208161,0.8211204417347291,0.5115735328501286,101,415,143,0.05,0.05,0.0,0.05,0.4,0.0,0.45
prob,anchor511,0.51134,0.5078744603412343,0.8211204417347291,0.5115735328501286,105,397,139,0.05,0.0,0.1,0.1,0.3,0.05,0.4
prob,anchor511,0.51134,0.5075666040808486,0.8211204417347291,0.5115735328501286,105,395,149,0.0,0.0,0.0,0.1,0.35,0.05,0.5
logit,anchor511,0.51134,0.03393628901745888,0.8211204417347291,0.5115735328501286,107,397,137,0.05,0.0,0.1,0.1,0.3,0.05,0.4
logit,anchor511,0.51134,0.02743290730334179,0.8211204417347291,0.5115735328501286,107,391,145,0.05,0.05,0.05,0.1,0.35,0.0,0.4
prob,anchor511,0.51134,0.5065740866948738,0.8211204417347291,0.5115735328501286,109,393,139,0.05,0.05,0.1,0.1,0.3,0.05,0.35
logit,anchor511,0.51134,0.026144870757890272,0.8211204417347291,0.5115735328501286,109,391,143,0.05,0.05,0.1,0.1,0.35,0.0,0.35
logit,anchor511,0.51134,0.02676981761303423,0.8211204417347291,0.5115735328501286,109,389,143,0.05,0.05,0.05,0.1,0.3,0.05,0.4
logit,anchor511,0.51134,0.0343480415518241,0.8211204417347291,0.5115735328501286,109,395,147,0.05,0.0,0.0,0.1,0.35,0.05,0.45
logit,anchor511,0.51134,0.0318433773216248,0.8211204417347291,0.5115735328501286,109,393,149,0.0,0.0,0.0,0.1,0.35,0.05,0.5
prob,anchor511,0.51134,0.506678368212081,0.8211204417347291,0.5115735328501286,111,391,145,0.0,0.0,0.05,0.1,0.4,0.0,0.45
logit,anchor511,0.51134,0.028376564640654613,0.8211204417347291,0.5115735328501286,113,391,145,0.05,0.0,0.05,0.1,0.4,0.0,0.4
rank,anchor511,0.51134,0.4967609915809168,0.8211204417347291,0.5115735328501286,115,385,139,0.05,0.0,0.0,0.15,0.25,0.1,0.45
logit,anchor511,0.51134,0.02895765869938082,0.8211204417347291,0.5115735328501286,117,389,147,0.05,0.0,0.1,0.1,0.4,0.0,0.35
rank,anchor511,0.51134,0.49727549111318986,0.8211204417347291,0.5115735328501286,117,385,139,0.0,0.0,0.05,0.15,0.3,0.05,0.45
logit,anchor511,0.51134,0.03619740181345046,0.8211204417347291,0.5115735328501286,119,369,153,0.05,0.0,0.05,0.15,0.35,0.0,0.4
rank,anchor511,0.51134,0.4971468662301216,0.8211204417347291,0.5115735328501286,125,387,145,0.05,0.0,0.1,0.15,0.3,0.1,0.3
rank,anchor511,0.51134,0.49752104770813843,0.8211204417347291,0.5115735328501286,125,383,145,0.0,0.0,0.1,0.15,0.4,0.0,0.35
rank,anchor511,0.51134,0.4963868101028999,0.8211204417347291,0.5115735328501286,127,397,145,0.05,0.05,0.05,0.1,0.45,0.0,0.3
rank,anchor511,0.51134,0.4972871842843779,0.8211204417347291,0.5115735328501286,127,381,151,0.05,0.05,0.0,0.15,0.35,0.05,0.35
prob,anchor511,0.51134,0.5073188576579494,0.8211204417347291,0.5115735328501286,127,387,153,0.05,0.0,0.05,0.1,0.45,0.0,0.35
logit,anchor511,0.51134,0.03045154541112802,0.8211204417347291,0.5115735328501286,129,387,153,0.0,0.0,0.1,0.1,0.45,0.0,0.35
logit,anchor511,0.51134,0.03530615135454736,0.8211204417347291,0.5115735328501286,131,365,159,0.05,0.0,0.05,0.15,0.4,0.0,0.35
prob,anchor511,0.51134,0.5055900690536976,0.8211204417347291,0.5115735328501286,131,383,159,0.0,0.0,0.0,0.1,0.45,0.05,0.4
rank,anchor511,0.51134,0.4953928905519176,0.8211204417347291,0.5115735328501286,133,381,155,0.05,0.0,0.0,0.15,0.35,0.1,0.35
rank,anchor511,0.51134,0.4967960710944809,0.8211204417347291,0.5115735328501286,133,377,157,0.0,0.0,0.0,0.15,0.4,0.05,0.4
prob,anchor511,0.51134,0.5065239436167068,0.8211204417347291,0.5115735328501286,135,385,159,0.05,0.0,0.0,0.1,0.45,0.05,0.35
rank,anchor511,0.51134,0.4965972871842844,0.8211204417347291,0.5115735328501286,145,381,165,0.0,0.0,0.0,0.15,0.4,0.1,0.35
rank,anchor511,0.51134,0.4968077642656688,0.8211204417347291,0.5115735328501286,147,357,167,0.05,0.05,0.0,0.2,0.3,0.1,0.3
rank,anchor511,0.51134,0.4976262862488307,0.8211204417347291,0.5115735328501286,149,353,167,0.0,0.05,0.05,0.2,0.35,0.05,0.3
rank,anchor511,0.51134,0.4978484565014032,0.8211204417347291,0.5115735328501286,149,359,171,0.0,0.0,0.0,0.2,0.4,0.05,0.35
rank,mid525,0.525,0.48172357343311506,0.8211204417347291,0.5251344400280571,103,399,109,0.05,0.0,0.1,0.05,0.35,0.0,0.45
prob,mid525,0.525,0.49230538544235425,0.8211204417347291,0.5251344400280571,133,351,139,0.05,0.05,0.0,0.15,0.25,0.1,0.4
logit,mid525,0.525,-0.034962893165619346,0.8211204417347291,0.5251344400280571,135,371,129,0.05,0.0,0.1,0.1,0.4,0.0,0.35
logit,mid525,0.525,-0.030816694972365298,0.8211204417347291,0.5251344400280571,135,347,143,0.05,0.05,0.0,0.15,0.25,0.1,0.4
prob,mid525,0.525,0.4925099766249504,0.8211204417347291,0.5251344400280571,137,349,133,0.0,0.05,0.1,0.15,0.25,0.1,0.35
prob,mid525,0.525,0.4913033822200394,0.8211204417347291,0.5251344400280571,137,351,151,0.0,0.0,0.0,0.15,0.4,0.0,0.45
logit,public532,0.53238,-0.07620679697850691,0.8211204417347291,0.5326163198503624,155,357,143,0.0,0.05,0.0,0.1,0.35,0.1,0.4
prob,public536,0.53659,0.4752531688588181,0.8211204417347291,0.5368248772504092,169,355,151,0.05,0.1,0.0,0.1,0.4,0.0,0.35
prob,public536,0.53659,0.4783954372680588,0.8211204417347291,0.5368248772504092,179,331,163,0.0,0.1,0.0,0.15,0.4,0.0,0.35
prob,anchor511,0.51134,0.5093634014900275,0.821005406649028,0.5115735328501286,93,401,137,0.05,0.0,0.05,0.1,0.25,0.05,0.5
prob,anchor511,0.51134,0.5079679645181274,0.821005406649028,0.5115735328501286,95,401,143,0.0,0.0,0.0,0.1,0.3,0.05,0.55
prob,anchor511,0.51134,0.5097895948928051,0.821005406649028,0.5115735328501286,97,399,135,0.05,0.0,0.1,0.1,0.3,0.0,0.45
prob,anchor511,0.51134,0.5085211063306228,0.821005406649028,0.5115735328501286,97,399,141,0.05,0.0,0.0,0.1,0.3,0.05,0.5
prob,anchor511,0.51134,0.508788388873558,0.821005406649028,0.5115735328501286,97,399,139,0.0,0.0,0.05,0.1,0.35,0.0,0.5
logit,anchor511,0.51134,0.03411054385764055,0.821005406649028,0.5115735328501286,99,397,137,0.0,0.0,0.05,0.1,0.3,0.05,0.5
prob,anchor511,0.51134,0.5083796078497191,0.821005406649028,0.5115735328501286,101,397,135,0.0,0.0,0.1,0.1,0.3,0.05,0.45
logit,anchor511,0.51134,0.03445532995449456,0.821005406649028,0.5115735328501286,101,397,137,0.0,0.0,0.1,0.1,0.3,0.05,0.45
prob,anchor511,0.51134,0.5072729298900795,0.821005406649028,0.5115735328501286,105,397,149,0.0,0.0,0.0,0.1,0.3,0.1,0.5
prob,anchor511,0.51134,0.5068079398089771,0.821005406649028,0.5115735328501286,109,395,139,0.05,0.05,0.1,0.1,0.25,0.1,0.35
prob,anchor511,0.51134,0.5063114064559173,0.821005406649028,0.5115735328501286,109,393,141,0.05,0.05,0.1,0.1,0.35,0.0,0.35
logit,anchor511,0.51134,0.027840422806354147,0.821005406649028,0.5115735328501286,111,389,141,0.05,0.05,0.1,0.1,0.3,0.05,0.35
logit,anchor511,0.51134,0.026572341414297117,0.821005406649028,0.5115735328501286,111,389,141,0.0,0.05,0.1,0.1,0.3,0.05,0.4
prob,anchor511,0.51134,0.5053324852984142,0.821005406649028,0.5115735328501286,111,395,141,0.0,0.05,0.1,0.1,0.35,0.0,0.4
logit,anchor511,0.51134,0.03078763828625515,0.821005406649028,0.5115735328501286,111,391,145,0.0,0.0,0.05,0.1,0.35,0.05,0.45
logit,anchor511,0.51134,0.028716488129488106,0.821005406649028,0.5115735328501286,111,391,145,0.0,0.0,0.05,0.1,0.4,0.0,0.45
rank,anchor511,0.51134,0.49789522918615536,0.821005406649028,0.5115735328501286,113,383,137,0.05,0.05,0.1,0.15,0.25,0.05,0.35
rank,anchor511,0.51134,0.4970767072029935,0.821005406649028,0.5115735328501286,115,387,139,0.05,0.0,0.05,0.15,0.25,0.1,0.4
rank,anchor511,0.51134,0.49721702525724976,0.821005406649028,0.5115735328501286,115,385,137,0.0,0.0,0.1,0.15,0.3,0.05,0.4
rank,anchor511,0.51134,0.49690130963517304,0.821005406649028,0.5115735328501286,117,385,137,0.05,0.0,0.1,0.15,0.35,0.0,0.35
prob,anchor511,0.51134,0.509075835439455,0.821005406649028,0.5115735328501286,117,373,149,0.05,0.0,0.05,0.15,0.35,0.0,0.4
rank,anchor511,0.51134,0.49831618334892425,0.821005406649028,0.5115735328501286,117,383,143,0.0,0.05,0.05,0.15,0.35,0.0,0.4
rank,anchor511,0.51134,0.4967843779232928,0.821005406649028,0.5115735328501286,117,383,141,0.0,0.0,0.0,0.15,0.25,0.1,0.5
rank,anchor511,0.51134,0.49726379794200193,0.821005406649028,0.5115735328501286,119,383,141,0.0,0.0,0.1,0.15,0.25,0.1,0.4
rank,anchor511,0.51134,0.4971468662301216,0.821005406649028,0.5115735328501286,125,385,145,0.05,0.0,0.1,0.15,0.35,0.05,0.3
rank,anchor511,0.51134,0.496866230121609,0.821005406649028,0.5115735328501286,125,387,145,0.05,0.0,0.1,0.15,0.4,0.0,0.3
rank,anchor511,0.51134,0.49718194574368574,0.821005406649028,0.5115735328501286,125,385,147,0.05,0.0,0.0,0.15,0.3,0.1,0.4
prob,anchor511,0.51134,0.5066776255090485,0.821005406649028,0.5115735328501286,125,389,157,0.05,0.0,0.0,0.1,0.45,0.0,0.4
logit,anchor511,0.51134,0.03341623968518327,0.821005406649028,0.5115735328501286,127,385,155,0.05,0.0,0.05,0.1,0.4,0.05,0.35
logit,anchor511,0.51134,0.033746140991176996,0.821005406649028,0.5115735328501286,127,387,155,0.05,0.0,0.05,0.1,0.45,0.0,0.35
logit,anchor511,0.51134,0.027799072453053054,0.821005406649028,0.5115735328501286,127,387,155,0.05,0.0,0.0,0.1,0.45,0.0,0.4
rank,anchor511,0.51134,0.4961763330215154,0.821005406649028,0.5115735328501286,127,393,153,0.0,0.05,0.0,0.1,0.45,0.0,0.4
logit,anchor511,0.51134,0.03775739629833965,0.821005406649028,0.5115735328501286,131,363,161,0.05,0.0,0.0,0.15,0.35,0.05,0.4
rank,anchor511,0.51134,0.4950070159027128,0.821005406649028,0.5115735328501286,133,381,153,0.05,0.0,0.05,0.15,0.4,0.05,0.3
rank,anchor511,0.51134,0.4963166510757718,0.821005406649028,0.5115735328501286,133,379,153,0.0,0.0,0.05,0.15,0.45,0.0,0.35
prob,anchor511,0.51134,0.5081442078059454,0.821005406649028,0.5115735328501286,137,371,159,0.0,0.0,0.05,0.15,0.45,0.0,0.35
prob,anchor511,0.51134,0.5063615954654999,0.821005406649028,0.5115735328501286,137,385,161,0.05,0.0,0.0,0.1,0.5,0.0,0.35
logit,anchor511,0.51134,0.03531084785850911,0.821005406649028,0.5115735328501286,139,365,165,0.0,0.0,0.05,0.15,0.45,0.0,0.35
rank,anchor511,0.51134,0.4964920486435921,0.821005406649028,0.5115735328501286,143,381,163,0.0,0.0,0.0,0.15,0.5,0.0,0.35
rank,anchor511,0.51134,0.49761459307764266,0.821005406649028,0.5115735328501286,143,357,169,0.0,0.0,0.0,0.2,0.4,0.0,0.4
rank,anchor511,0.51134,0.49734565014031806,0.821005406649028,0.5115735328501286,145,357,165,0.0,0.0,0.05,0.2,0.3,0.1,0.35
rank,anchor511,0.51134,0.4976028999064547,0.821005406649028,0.5115735328501286,147,353,171,0.0,0.05,0.0,0.2,0.3,0.1,0.35
rank,anchor511,0.51134,0.4976028999064546,0.821005406649028,0.5115735328501286,151,355,171,0.05,0.0,0.0,0.2,0.45,0.0,0.3
rank,anchor511,0.51134,0.4977899906454631,0.821005406649028,0.5115735328501286,151,355,173,0.0,0.0,0.0,0.2,0.45,0.0,0.35
prob,mid525,0.525,0.49135399620385933,0.821005406649028,0.5251344400280571,131,373,127,0.05,0.0,0.1,0.1,0.4,0.0,0.35
logit,mid525,0.525,-0.03259230696624722,0.821005406649028,0.5251344400280571,133,347,143,0.0,0.05,0.0,0.15,0.3,0.05,0.45
prob,mid525,0.525,0.4915333908997145,0.821005406649028,0.5251344400280571,135,347,137,0.05,0.05,0.05,0.15,0.3,0.05,0.35
logit,mid525,0.525,-0.03124406759191006,0.821005406649028,0.5251344400280571,135,347,143,0.05,0.05,0.0,0.15,0.3,0.05,0.4
prob,mid525,0.525,0.4922521055690613,0.821005406649028,0.5251344400280571,137,345,141,0.05,0.05,0.05,0.15,0.35,0.0,0.35
prob,mid525,0.525,0.4879203988212385,0.821005406649028,0.5251344400280571,141,385,139,0.0,0.15,0.1,0.05,0.35,0.05,0.3
rank,mid525,0.525,0.48696211412535073,0.821005406649028,0.5251344400280571,143,355,143,0.0,0.15,0.0,0.15,0.25,0.1,0.35
prob,mid525,0.525,0.49099975505583765,0.821005406649028,0.5251344400280571,145,345,147,0.0,0.05,0.0,0.15,0.3,0.1,0.4
prob,mid525,0.525,0.49118203455433657,0.821005406649028,0.5251344400280571,147,343,153,0.0,0.05,0.0,0.15,0.4,0.0,0.4
prob,public532,0.53238,0.4791968341854077,0.821005406649028,0.5326163198503624,149,361,141,0.0,0.1,0.0,0.1,0.3,0.1,0.4
prob,public532,0.53238,0.4793878268521271,0.821005406649028,0.5326163198503624,159,357,143,0.05,0.1,0.0,0.1,0.4,0.0,0.35
logit,public532,0.53238,-0.06685613392826201,0.821005406649028,0.5326163198503624,185,331,169,0.0,0.05,0.0,0.15,0.5,0.0,0.3
prob,public536,0.53659,0.47478267012921144,0.821005406649028,0.5368248772504092,169,357,149,0.0,0.1,0.0,0.1,0.4,0.0,0.4
prob,public536,0.53659,0.4754695635746536,0.821005406649028,0.5368248772504092,175,355,155,0.05,0.1,0.0,0.1,0.45,0.0,0.3
prob,anchor511,0.51134,0.5082078784738607,0.8208903715633268,0.5115735328501286,97,399,139,0.0,0.0,0.05,0.1,0.3,0.05,0.5
prob,anchor511,0.51134,0.5089322435223846,0.8208903715633268,0.5115735328501286,97,399,141,0.05,0.0,0.0,0.1,0.35,0.0,0.5
logit,anchor511,0.51134,0.03349301369881501,0.8208903715633268,0.5115735328501286,99,395,143,0.05,0.0,0.0,0.1,0.25,0.1,0.5
logit,anchor511,0.51134,0.01825078745396649,0.8208903715633268,0.5115735328501286,101,413,143,0.05,0.05,0.0,0.05,0.4,0.0,0.45
logit,anchor511,0.51134,0.01940023474849785,0.8208903715633268,0.5115735328501286,103,413,143,0.05,0.05,0.0,0.05,0.35,0.05,0.45
logit,anchor511,0.51134,0.03494323742237041,0.8208903715633268,0.5115735328501286,103,395,137,0.0,0.0,0.1,0.1,0.35,0.0,0.45
prob,anchor511,0.51134,0.5064317415391446,0.8208903715633268,0.5115735328501286,107,393,141,0.0,0.05,0.1,0.1,0.25,0.1,0.4
logit,anchor511,0.51134,0.023305677392628177,0.8208903715633268,0.5115735328501286,107,391,145,0.0,0.05,0.05,0.1,0.35,0.0,0.45
logit,anchor511,0.51134,0.028710841419429187,0.8208903715633268,0.5115735328501286,109,393,143,0.05,0.05,0.05,0.1,0.25,0.1,0.4
logit,anchor511,0.51134,0.02633259530277421,0.8208903715633268,0.5115735328501286,109,391,141,0.0,0.05,0.1,0.1,0.35,0.0,0.4
rank,anchor511,0.51134,0.49795369504209547,0.8208903715633268,0.5115735328501286,109,399,145,0.05,0.1,0.0,0.1,0.35,0.0,0.4
rank,anchor511,0.51134,0.49734565014031806,0.8208903715633268,0.5115735328501286,109,399,145,0.0,0.1,0.0,0.1,0.3,0.05,0.45
prob,anchor511,0.51134,0.507532202675006,0.8208903715633268,0.5115735328501286,109,393,145,0.0,0.0,0.05,0.1,0.35,0.05,0.45
