kind,target_rate_name,target_positive_rate,threshold,honest_oof_acc,positive_rate,changed_vs_v2_best,changed_vs_public_style,changed_vs_anchor_a7,w_a7_blend,w_groupfill,w_legacy_public,w_public,w_stepwise_balanced,w_stepwise_safe_te,w_v2
prob,mid525,0.525,0.49466490940669916,0.8198550557920166,0.5251344400280571,149,323,159,0.05,0.0,0.0,0.2,0.3,0.05,0.4
prob,mid525,0.525,0.489193699687419,0.8198550557920166,0.5251344400280571,149,371,153,0.0,0.0,0.0,0.1,0.45,0.05,0.4
logit,mid525,0.525,-0.040808479884276654,0.8198550557920166,0.5251344400280571,151,359,147,0.05,0.1,0.0,0.1,0.45,0.0,0.3
rank,mid525,0.525,0.4855004677268476,0.8198550557920166,0.5251344400280571,151,377,153,0.0,0.1,0.0,0.1,0.45,0.05,0.3
rank,mid525,0.525,0.48510289990645467,0.8198550557920166,0.5251344400280571,151,375,153,0.0,0.1,0.0,0.1,0.5,0.0,0.3
prob,mid525,0.525,0.4942425225455809,0.8198550557920166,0.5251344400280571,151,325,153,0.0,0.05,0.05,0.2,0.3,0.05,0.35
prob,mid525,0.525,0.4912093745311279,0.8198550557920166,0.5251344400280571,151,347,149,0.0,0.1,0.0,0.15,0.4,0.0,0.35
prob,mid525,0.525,0.49458871892309475,0.8198550557920166,0.5251344400280571,151,323,155,0.0,0.0,0.05,0.2,0.35,0.0,0.4
logit,mid525,0.525,-0.03261228450862606,0.8198550557920166,0.5251344400280571,153,345,149,0.0,0.1,0.05,0.15,0.4,0.0,0.3
logit,mid525,0.525,-0.05319882069772079,0.8198550557920166,0.5251344400280571,153,393,143,0.05,0.05,0.05,0.05,0.5,0.0,0.3
prob,mid525,0.525,0.4955371182776575,0.8198550557920166,0.5251344400280571,153,323,153,0.05,0.0,0.05,0.2,0.35,0.0,0.35
logit,mid525,0.525,-0.042955968354588855,0.8198550557920166,0.5251344400280571,153,365,145,0.0,0.05,0.0,0.1,0.4,0.1,0.35
logit,mid525,0.525,-0.03650702851206323,0.8198550557920166,0.5251344400280571,153,343,153,0.0,0.1,0.0,0.15,0.4,0.0,0.35
logit,mid525,0.525,-0.04928312320491777,0.8198550557920166,0.5251344400280571,153,393,145,0.0,0.05,0.0,0.05,0.45,0.1,0.35
logit,mid525,0.525,-0.03864726701661537,0.8198550557920166,0.5251344400280571,155,365,153,0.0,0.15,0.0,0.1,0.4,0.05,0.3
logit,mid525,0.525,-0.031375152585586354,0.8198550557920166,0.5251344400280571,155,341,153,0.0,0.0,0.1,0.15,0.4,0.05,0.3
prob,mid525,0.525,0.4895771217882223,0.8198550557920166,0.5251344400280571,155,371,151,0.05,0.0,0.05,0.1,0.5,0.0,0.3
prob,mid525,0.525,0.49423200614543916,0.8198550557920166,0.5251344400280571,155,325,153,0.0,0.0,0.1,0.2,0.35,0.0,0.35
logit,mid525,0.525,-0.05018677741399756,0.8198550557920166,0.5251344400280571,155,395,149,0.0,0.05,0.0,0.05,0.5,0.05,0.35
logit,mid525,0.525,-0.023786342109461442,0.8198550557920166,0.5251344400280571,157,319,155,0.05,0.05,0.05,0.2,0.3,0.05,0.3
logit,mid525,0.525,-0.018853438476791974,0.8198550557920166,0.5251344400280571,157,319,155,0.05,0.05,0.05,0.2,0.35,0.0,0.3
prob,mid525,0.525,0.48805073669685456,0.8198550557920166,0.5251344400280571,157,397,145,0.0,0.05,0.05,0.05,0.45,0.1,0.3
prob,mid525,0.525,0.48994537059565735,0.8198550557920166,0.5251344400280571,157,369,157,0.0,0.15,0.0,0.1,0.45,0.0,0.3
logit,mid525,0.525,-0.03222149096606873,0.8198550557920166,0.5251344400280571,157,343,155,0.0,0.05,0.05,0.15,0.45,0.0,0.3
rank,mid525,0.525,0.48518475210477086,0.8198550557920166,0.5251344400280571,157,341,163,0.05,0.0,0.0,0.2,0.45,0.0,0.3
prob,mid525,0.525,0.4957103731214943,0.8198550557920166,0.5251344400280571,157,323,165,0.05,0.0,0.0,0.2,0.3,0.1,0.35
prob,mid525,0.525,0.4915507079837876,0.8198550557920166,0.5251344400280571,159,341,157,0.0,0.1,0.0,0.15,0.45,0.0,0.3
logit,mid525,0.525,-0.02692216582276926,0.8198550557920166,0.5251344400280571,159,341,159,0.0,0.1,0.0,0.15,0.45,0.0,0.3
prob,mid525,0.525,0.48917136986409193,0.8198550557920166,0.5251344400280571,159,367,151,0.0,0.0,0.1,0.1,0.5,0.0,0.3
prob,mid525,0.525,0.4950327041712093,0.8198550557920166,0.5251344400280571,159,321,167,0.05,0.0,0.0,0.2,0.35,0.05,0.35
prob,mid525,0.525,0.49485877202131656,0.8198550557920166,0.5251344400280571,161,319,165,0.0,0.0,0.05,0.2,0.4,0.0,0.35
logit,mid525,0.525,-0.019574327956195507,0.8198550557920166,0.5251344400280571,167,317,163,0.05,0.05,0.0,0.2,0.3,0.1,0.3
prob,mid525,0.525,0.4946195851435986,0.8198550557920166,0.5251344400280571,167,325,165,0.0,0.05,0.0,0.2,0.35,0.1,0.3
logit,mid525,0.525,-0.01826878367718853,0.8198550557920166,0.5251344400280571,167,317,177,0.05,0.0,0.0,0.2,0.45,0.0,0.3
logit,mid525,0.525,-0.04256069202102235,0.8198550557920166,0.5251344400280571,167,369,163,0.0,0.0,0.0,0.1,0.5,0.05,0.35
prob,mid525,0.525,0.4940847924870758,0.8198550557920166,0.5251344400280571,169,325,165,0.0,0.1,0.0,0.2,0.4,0.0,0.3
logit,mid525,0.525,-0.042914773205966913,0.8198550557920166,0.5251344400280571,169,369,163,0.0,0.0,0.0,0.1,0.45,0.1,0.35
prob,mid525,0.525,0.4936937814868126,0.8198550557920166,0.5251344400280571,171,323,165,0.0,0.1,0.0,0.2,0.35,0.05,0.3
logit,mid525,0.525,-0.024632447542084816,0.8198550557920166,0.5251344400280571,171,317,171,0.0,0.05,0.0,0.2,0.4,0.05,0.3
logit,mid525,0.525,-0.04405155628786924,0.8198550557920166,0.5251344400280571,177,363,173,0.0,0.0,0.0,0.1,0.5,0.1,0.3
logit,mid525,0.525,-0.01671770594356832,0.8198550557920166,0.5251344400280571,177,317,185,0.0,0.0,0.0,0.2,0.5,0.0,0.3
logit,public532,0.53238,-0.09204615351426633,0.8198550557920166,0.5326163198503624,121,385,101,0.05,0.0,0.1,0.05,0.3,0.0,0.5
prob,public532,0.53238,0.47669510871444704,0.8198550557920166,0.5326163198503624,121,387,103,0.0,0.0,0.1,0.05,0.3,0.0,0.55
rank,public532,0.53238,0.4751870907390084,0.8198550557920166,0.5326163198503624,125,371,113,0.05,0.0,0.05,0.1,0.25,0.1,0.45
prob,public532,0.53238,0.4782931685713825,0.8198550557920166,0.5326163198503624,125,387,109,0.05,0.0,0.1,0.05,0.35,0.0,0.45
prob,public532,0.53238,0.47773195957167247,0.8198550557920166,0.5326163198503624,125,389,109,0.0,0.0,0.1,0.05,0.25,0.1,0.5
prob,public532,0.53238,0.477893569851923,0.8198550557920166,0.5326163198503624,125,387,109,0.0,0.0,0.1,0.05,0.3,0.05,0.5
prob,public532,0.53238,0.47677029002629473,0.8198550557920166,0.5326163198503624,127,381,115,0.0,0.05,0.0,0.05,0.25,0.1,0.55
prob,public532,0.53238,0.47426634577435306,0.8198550557920166,0.5326163198503624,127,389,119,0.0,0.1,0.0,0.05,0.3,0.0,0.55
logit,public532,0.53238,-0.10455054620887848,0.8198550557920166,0.5326163198503624,127,389,119,0.0,0.1,0.0,0.05,0.3,0.0,0.55
prob,public532,0.53238,0.4748537101466169,0.8198550557920166,0.5326163198503624,129,387,119,0.05,0.1,0.05,0.05,0.3,0.0,0.45
logit,public532,0.53238,-0.09527476677183816,0.8198550557920166,0.5326163198503624,129,387,109,0.0,0.0,0.1,0.05,0.25,0.1,0.5
prob,public532,0.53238,0.47525628338275144,0.8198550557920166,0.5326163198503624,129,389,123,0.0,0.1,0.0,0.05,0.35,0.0,0.5
logit,public532,0.53238,-0.09365341511303478,0.8198550557920166,0.5326163198503624,131,381,113,0.05,0.05,0.05,0.05,0.25,0.1,0.45
logit,public532,0.53238,-0.09008337399252281,0.8198550557920166,0.5326163198503624,131,383,113,0.05,0.05,0.05,0.05,0.3,0.05,0.45
prob,public532,0.53238,0.4782597475358057,0.8198550557920166,0.5326163198503624,131,383,115,0.05,0.0,0.05,0.05,0.35,0.05,0.45
logit,public532,0.53238,-0.09612765804352429,0.8198550557920166,0.5326163198503624,131,385,111,0.0,0.0,0.1,0.05,0.3,0.05,0.5
logit,public532,0.53238,-0.1056283558921594,0.8198550557920166,0.5326163198503624,131,385,117,0.0,0.1,0.05,0.05,0.3,0.0,0.5
rank,public532,0.53238,0.4765201122544434,0.8198550557920166,0.5326163198503624,133,369,113,0.05,0.05,0.1,0.1,0.3,0.05,0.35
rank,public532,0.53238,0.4766955098222638,0.8198550557920166,0.5326163198503624,133,369,117,0.05,0.05,0.05,0.1,0.35,0.0,0.4
logit,public532,0.53238,-0.10116350446697694,0.8198550557920166,0.5326163198503624,133,383,123,0.05,0.1,0.0,0.05,0.3,0.05,0.45
prob,public532,0.53238,0.47526668640401265,0.8198550557920166,0.5326163198503624,133,387,119,0.0,0.1,0.05,0.05,0.3,0.05,0.45
logit,public532,0.53238,-0.0995608120476217,0.8198550557920166,0.5326163198503624,133,387,123,0.05,0.1,0.0,0.05,0.35,0.0,0.45
prob,public532,0.53238,0.4786945512547865,0.8198550557920166,0.5326163198503624,133,361,121,0.0,0.05,0.0,0.1,0.25,0.05,0.55
prob,public532,0.53238,0.4786876985832825,0.8198550557920166,0.5326163198503624,133,361,123,0.0,0.05,0.0,0.1,0.3,0.0,0.55
logit,public532,0.53238,-0.10130584937711676,0.8198550557920166,0.5326163198503624,135,385,119,0.0,0.1,0.1,0.05,0.3,0.05,0.4
rank,public532,0.53238,0.47503507951356416,0.8198550557920166,0.5326163198503624,135,395,127,0.0,0.05,0.0,0.05,0.4,0.05,0.45
prob,public532,0.53238,0.4761743420635223,0.8198550557920166,0.5326163198503624,135,385,117,0.0,0.0,0.05,0.05,0.3,0.1,0.5
logit,public532,0.53238,-0.09596177671753475,0.8198550557920166,0.5326163198503624,135,385,119,0.0,0.0,0.05,0.05,0.3,0.1,0.5
logit,public532,0.53238,-0.10209657752906948,0.8198550557920166,0.5326163198503624,135,385,121,0.0,0.1,0.0,0.05,0.3,0.05,0.5
logit,public532,0.53238,-0.09336915937708137,0.8198550557920166,0.5326163198503624,135,385,119,0.0,0.0,0.05,0.05,0.35,0.05,0.5
prob,public532,0.53238,0.4770166784694519,0.8198550557920166,0.5326163198503624,135,385,123,0.0,0.05,0.0,0.05,0.35,0.05,0.5
prob,public532,0.53238,0.4782569684694519,0.8198550557920166,0.5326163198503624,137,385,121,0.05,0.05,0.0,0.05,0.35,0.05,0.45
logit,public532,0.53238,-0.0906108939251814,0.8198550557920166,0.5326163198503624,139,383,121,0.05,0.05,0.0,0.05,0.3,0.1,0.45
prob,public532,0.53238,0.47895005259665585,0.8198550557920166,0.5326163198503624,141,357,125,0.0,0.05,0.05,0.1,0.25,0.1,0.45
logit,public532,0.53238,-0.099292272759717,0.8198550557920166,0.5326163198503624,141,383,129,0.0,0.1,0.0,0.05,0.3,0.1,0.45
prob,public532,0.53238,0.47812133755556485,0.8198550557920166,0.5326163198503624,141,359,129,0.05,0.1,0.0,0.1,0.3,0.0,0.45
prob,public532,0.53238,0.4766258697452774,0.8198550557920166,0.5326163198503624,141,385,127,0.0,0.1,0.0,0.05,0.35,0.05,0.45
prob,public532,0.53238,0.4768533331008186,0.8198550557920166,0.5326163198503624,141,361,127,0.0,0.1,0.0,0.1,0.25,0.05,0.5
prob,public532,0.53238,0.47918590211944107,0.8198550557920166,0.5326163198503624,141,359,131,0.0,0.05,0.0,0.1,0.3,0.05,0.5
prob,public532,0.53238,0.4745140088084231,0.8198550557920166,0.5326163198503624,143,387,127,0.0,0.15,0.1,0.05,0.3,0.05,0.35
logit,public532,0.53238,-0.09767223338755701,0.8198550557920166,0.5326163198503624,143,383,129,0.05,0.1,0.0,0.05,0.3,0.1,0.4
prob,public532,0.53238,0.47872742003244884,0.8198550557920166,0.5326163198503624,143,359,129,0.0,0.1,0.05,0.1,0.25,0.05,0.45
prob,public532,0.53238,0.4794795873726711,0.8198550557920166,0.5326163198503624,143,355,129,0.0,0.05,0.05,0.1,0.3,0.05,0.45
prob,public532,0.53238,0.4822084934793034,0.8198550557920166,0.5326163198503624,143,357,135,0.05,0.0,0.0,0.1,0.35,0.05,0.45
prob,public532,0.53238,0.4771221683584137,0.8198550557920166,0.5326163198503624,143,359,135,0.0,0.1,0.0,0.1,0.3,0.0,0.5
logit,public532,0.53238,-0.0905150569808246,0.8198550557920166,0.5326163198503624,145,355,129,0.05,0.1,0.0,0.1,0.25,0.05,0.45
prob,public532,0.53238,0.47986609943891245,0.8198550557920166,0.5326163198503624,145,355,131,0.0,0.05,0.05,0.1,0.35,0.0,0.45
logit,public532,0.53238,-0.08492961279713661,0.8198550557920166,0.5326163198503624,147,355,125,0.05,0.1,0.1,0.1,0.25,0.05,0.35
rank,public532,0.53238,0.4770930776426567,0.8198550557920166,0.5326163198503624,147,347,131,0.05,0.1,0.0,0.15,0.3,0.05,0.35
rank,public532,0.53238,0.47733863423760525,0.8198550557920166,0.5326163198503624,147,371,139,0.05,0.05,0.0,0.1,0.45,0.0,0.35
logit,public532,0.53238,-0.08671706538259515,0.8198550557920166,0.5326163198503624,147,355,127,0.05,0.1,0.05,0.1,0.3,0.0,0.4
rank,public532,0.53238,0.47708138447146864,0.8198550557920166,0.5326163198503624,147,347,135,0.0,0.1,0.0,0.15,0.3,0.05,0.4
rank,public532,0.53238,0.4800865294667914,0.8198550557920166,0.5326163198503624,147,329,141,0.05,0.05,0.0,0.2,0.3,0.0,0.4
logit,public532,0.53238,-0.08502401341651232,0.8198550557920166,0.5326163198503624,147,385,131,0.0,0.05,0.05,0.05,0.35,0.1,0.4
logit,public532,0.53238,-0.08287778081155661,0.8198550557920166,0.5326163198503624,147,353,131,0.05,0.05,0.05,0.1,0.35,0.0,0.4
logit,public532,0.53238,-0.08261194667735296,0.8198550557920166,0.5326163198503624,147,381,131,0.05,0.05,0.0,0.05,0.4,0.05,0.4
logit,public532,0.53238,-0.08479927665329866,0.8198550557920166,0.5326163198503624,147,381,135,0.0,0.05,0.0,0.05,0.45,0.0,0.45
logit,public532,0.53238,-0.0754404393917217,0.8198550557920166,0.5326163198503624,147,355,139,0.0,0.0,0.0,0.1,0.4,0.0,0.5
prob,public532,0.53238,0.47818976018256953,0.8198550557920166,0.5326163198503624,149,363,129,0.05,0.15,0.0,0.1,0.25,0.05,0.4
logit,public532,0.53238,-0.0825840214029839,0.8198550557920166,0.5326163198503624,149,353,137,0.0,0.05,0.05,0.1,0.3,0.1,0.4
rank,public532,0.53238,0.47904583723105704,0.8198550557920166,0.5326163198503624,149,349,135,0.0,0.15,0.0,0.15,0.3,0.0,0.4
logit,public532,0.53238,-0.07969419405491619,0.8198550557920166,0.5326163198503624,149,353,137,0.05,0.05,0.0,0.1,0.35,0.05,0.4
logit,public532,0.53238,-0.07062005122219682,0.8198550557920166,0.5326163198503624,149,353,139,0.05,0.0,0.0,0.1,0.4,0.0,0.45
prob,public532,0.53238,0.47948946496278283,0.8198550557920166,0.5326163198503624,151,361,137,0.05,0.1,0.05,0.1,0.3,0.1,0.3
logit,public532,0.53238,-0.07321889068635716,0.8198550557920166,0.5326163198503624,151,359,137,0.05,0.05,0.05,0.1,0.35,0.1,0.3
rank,public532,0.53238,0.4787184284377923,0.8198550557920166,0.5326163198503624,151,347,133,0.05,0.05,0.05,0.15,0.35,0.05,0.3
rank,public532,0.53238,0.47993451824134703,0.8198550557920166,0.5326163198503624,151,347,135,0.05,0.15,0.0,0.15,0.25,0.05,0.35
prob,public532,0.53238,0.4793521287033167,0.8198550557920166,0.5326163198503624,151,365,137,0.0,0.1,0.05,0.1,0.3,0.1,0.35
prob,public532,0.53238,0.4767628610523815,0.8198550557920166,0.5326163198503624,151,381,137,0.0,0.1,0.05,0.05,0.35,0.1,0.35
prob,public532,0.53238,0.48153769612452985,0.8198550557920166,0.5326163198503624,151,363,139,0.0,0.05,0.05,0.1,0.4,0.05,0.35
rank,public532,0.53238,0.4768709073900842,0.8198550557920166,0.5326163198503624,151,373,141,0.0,0.05,0.0,0.1,0.45,0.0,0.4
prob,public532,0.53238,0.48472174497455306,0.8198550557920166,0.5326163198503624,153,335,135,0.05,0.05,0.1,0.15,0.3,0.05,0.3
rank,public532,0.53238,0.4786482694106641,0.8198550557920166,0.5326163198503624,153,365,139,0.0,0.15,0.1,0.1,0.35,0.0,0.3
rank,public532,0.53238,0.4784728718428437,0.8198550557920166,0.5326163198503624,153,345,137,0.05,0.05,0.05,0.15,0.4,0.0,0.3
logit,public532,0.53238,-0.08508554547255094,0.8198550557920166,0.5326163198503624,153,377,141,0.05,0.1,0.0,0.05,0.45,0.0,0.35
logit,public532,0.53238,-0.06298284526143687,0.8198550557920166,0.5326163198503624,153,335,141,0.05,0.0,0.05,0.15,0.25,0.1,0.4
logit,public532,0.53238,-0.06400773572789903,0.8198550557920166,0.5326163198503624,153,333,139,0.0,0.0,0.1,0.15,0.25,0.1,0.4
prob,public532,0.53238,0.4825626411415939,0.8198550557920166,0.5326163198503624,153,335,135,0.0,0.1,0.05,0.15,0.25,0.05,0.4
logit,public532,0.53238,-0.08301040253831919,0.8198550557920166,0.5326163198503624,153,355,141,0.05,0.1,0.0,0.1,0.3,0.05,0.4
logit,public532,0.53238,-0.08636897277218919,0.8198550557920166,0.5326163198503624,153,355,141,0.05,0.1,0.0,0.1,0.35,0.0,0.4
prob,public532,0.53238,0.4853208483198004,0.8198550557920166,0.5326163198503624,153,339,139,0.05,0.0,0.05,0.15,0.35,0.0,0.4
rank,public532,0.53238,0.4802034611786717,0.8198550557920166,0.5326163198503624,155,327,145,0.05,0.05,0.0,0.2,0.3,0.05,0.35
rank,public532,0.53238,0.4801333021515435,0.8198550557920166,0.5326163198503624,155,329,141,0.05,0.1,0.0,0.2,0.3,0.0,0.35
prob,public532,0.53238,0.47923265909623625,0.8198550557920166,0.5326163198503624,155,361,141,0.0,0.1,0.05,0.1,0.35,0.05,0.35
prob,public532,0.53238,0.4817784320929175,0.8198550557920166,0.5326163198503624,155,361,143,0.05,0.05,0.0,0.1,0.4,0.05,0.35
rank,public532,0.53238,0.47973573433115063,0.8198550557920166,0.5326163198503624,155,347,147,0.0,0.1,0.0,0.15,0.4,0.0,0.35
prob,public532,0.53238,0.48305743458417794,0.8198550557920166,0.5326163198503624,155,337,141,0.05,0.05,0.0,0.15,0.3,0.05,0.4
logit,public532,0.53238,-0.07205558664609449,0.8198550557920166,0.5326163198503624,155,355,147,0.0,0.0,0.0,0.1,0.4,0.05,0.45
rank,public532,0.53238,0.4802034611786717,0.8198550557920166,0.5326163198503624,157,331,145,0.0,0.1,0.0,0.2,0.25,0.1,0.35
prob,public532,0.53238,0.48262931403454595,0.8198550557920166,0.5326163198503624,157,331,139,0.05,0.1,0.05,0.15,0.3,0.0,0.35
prob,public532,0.53238,0.48500612489972783,0.8198550557920166,0.5326163198503624,157,317,149,0.0,0.05,0.0,0.2,0.25,0.05,0.45
prob,public532,0.53238,0.48031671178442287,0.8198550557920166,0.5326163198503624,159,361,145,0.0,0.1,0.05,0.1,0.35,0.1,0.3
rank,public532,0.53238,0.4787652011225444,0.8198550557920166,0.5326163198503624,159,347,145,0.05,0.05,0.0,0.15,0.35,0.1,0.3
logit,public532,0.53238,-0.09311643044194412,0.8198550557920166,0.5326163198503624,159,375,147,0.0,0.15,0.05,0.05,0.4,0.05,0.3
logit,public532,0.53238,-0.06895542982057641,0.8198550557920166,0.5326163198503624,159,333,139,0.05,0.1,0.05,0.15,0.3,0.0,0.35
logit,public532,0.53238,-0.08629608992634837,0.8198550557920166,0.5326163198503624,159,357,147,0.0,0.1,0.05,0.1,0.4,0.0,0.35
rank,public532,0.53238,0.4804022450888681,0.8198550557920166,0.5326163198503624,159,333,153,0.05,0.0,0.0,0.2,0.4,0.0,0.35
rank,public532,0.53238,0.4782039289055192,0.8198550557920166,0.5326163198503624,159,349,147,0.0,0.0,0.05,0.15,0.45,0.0,0.35
prob,public532,0.53238,0.4855698481933498,0.8198550557920166,0.5326163198503624,159,339,147,0.0,0.0,0.05,0.15,0.3,0.1,0.4
logit,public532,0.53238,-0.08608861366180262,0.8198550557920166,0.5326163198503624,159,355,147,0.0,0.15,0.0,0.1,0.35,0.0,0.4
prob,public532,0.53238,0.48407496445726206,0.8198550557920166,0.5326163198503624,159,335,151,0.0,0.0,0.0,0.15,0.35,0.05,0.45
prob,public532,0.53238,0.4795961881854077,0.8198550557920166,0.5326163198503624,161,357,151,0.05,0.15,0.0,0.1,0.3,0.1,0.3
logit,public532,0.53238,-0.08465097808155299,0.8198550557920166,0.5326163198503624,161,357,147,0.0,0.1,0.1,0.1,0.35,0.05,0.3
prob,public532,0.53238,0.486417666537363,0.8198550557920166,0.5326163198503624,161,317,147,0.05,0.05,0.05,0.2,0.3,0.0,0.35
logit,public532,0.53238,-0.07674475326065805,0.8198550557920166,0.5326163198503624,161,331,143,0.0,0.05,0.1,0.15,0.35,0.0,0.35
logit,public532,0.53238,-0.07639620819043548,0.8198550557920166,0.5326163198503624,161,335,147,0.0,0.05,0.0,0.15,0.35,0.0,0.45
logit,public532,0.53238,-0.09097172735307534,0.8198550557920166,0.5326163198503624,163,375,151,0.05,0.15,0.0,0.05,0.45,0.0,0.3
rank,public532,0.53238,0.4793732460243218,0.8198550557920166,0.5326163198503624,163,343,151,0.0,0.05,0.05,0.15,0.45,0.0,0.3
prob,public532,0.53238,0.481945667573636,0.8198550557920166,0.5326163198503624,163,341,147,0.05,0.15,0.0,0.15,0.25,0.05,0.35
prob,public532,0.53238,0.4794813451989746,0.8198550557920166,0.5326163198503624,163,357,155,0.0,0.15,0.0,0.1,0.4,0.0,0.35
logit,public532,0.53238,-0.09031496822121281,0.8198550557920166,0.5326163198503624,163,381,151,0.0,0.1,0.0,0.05,0.45,0.05,0.35
prob,public532,0.53238,0.48532846235475735,0.8198550557920166,0.5326163198503624,163,335,147,0.0,0.0,0.05,0.15,0.35,0.05,0.4
prob,public532,0.53238,0.48165818190179155,0.8198550557920166,0.5326163198503624,165,333,151,0.0,0.1,0.05,0.15,0.3,0.1,0.3
logit,public532,0.53238,-0.05452526938779211,0.8198550557920166,0.5326163198503624,165,333,145,0.05,0.0,0.1,0.15,0.35,0.05,0.3
prob,public532,0.53238,0.4798176644454603,0.8198550557920166,0.5326163198503624,165,357,151,0.0,0.1,0.05,0.1,0.4,0.05,0.3
prob,public532,0.53238,0.4857906419440479,0.8198550557920166,0.5326163198503624,165,317,147,0.0,0.05,0.1,0.2,0.3,0.0,0.35
rank,public532,0.53238,0.4810804490177737,0.8198550557920166,0.5326163198503624,167,325,155,0.0,0.15,0.0,0.2,0.3,0.05,0.3
prob,public532,0.53238,0.48709153691290186,0.8198550557920166,0.5326163198503624,167,333,145,0.05,0.0,0.1,0.15,0.35,0.05,0.3
logit,public532,0.53238,-0.07155567211651617,0.8198550557920166,0.5326163198503624,167,327,149,0.05,0.05,0.05,0.15,0.35,0.05,0.3
logit,public532,0.53238,-0.06853003887591558,0.8198550557920166,0.5326163198503624,167,333,145,0.0,0.1,0.1,0.15,0.35,0.0,0.3
prob,public532,0.53238,0.48211099409628105,0.8198550557920166,0.5326163198503624,167,365,153,0.05,0.05,0.0,0.1,0.4,0.1,0.3
logit,public532,0.53238,-0.06934465241381096,0.8198550557920166,0.5326163198503624,167,333,145,0.0,0.1,0.05,0.15,0.3,0.05,0.35
prob,public532,0.53238,0.4881625007100134,0.8198550557920166,0.5326163198503624,167,311,161,0.0,0.0,0.05,0.2,0.35,0.0,0.4
prob,public532,0.53238,0.4824147923228864,0.8198550557920166,0.5326163198503624,169,363,153,0.05,0.05,0.0,0.1,0.45,0.05,0.3
logit,public532,0.53238,-0.04870419913284226,0.8198550557920166,0.5326163198503624,169,311,161,0.05,0.0,0.0,0.2,0.25,0.1,0.4
logit,public532,0.53238,-0.07124136694848364,0.8198550557920166,0.5326163198503624,171,329,153,0.0,0.05,0.05,0.15,0.4,0.05,0.3
rank,public532,0.53238,0.47888213283442466,0.8198550557920166,0.5326163198503624,171,351,161,0.0,0.05,0.0,0.15,0.45,0.05,0.3
logit,public532,0.53238,-0.0873281149360636,0.8198550557920166,0.5326163198503624,171,387,151,0.05,0.05,0.0,0.05,0.55,0.0,0.3
prob,public532,0.53238,0.4860198332215042,0.8198550557920166,0.5326163198503624,171,317,157,0.05,0.05,0.0,0.2,0.3,0.05,0.35
prob,public532,0.53238,0.48486236978474423,0.8198550557920166,0.5326163198503624,171,331,157,0.05,0.0,0.0,0.15,0.45,0.0,0.35
logit,public532,0.53238,-0.047861645744742956,0.8198550557920166,0.5326163198503624,171,309,167,0.05,0.0,0.0,0.2,0.35,0.0,0.4
logit,public532,0.53238,-0.07367605246837385,0.8198550557920166,0.5326163198503624,173,331,155,0.0,0.1,0.05,0.15,0.3,0.1,0.3
prob,public532,0.53238,0.48637795581286813,0.8198550557920166,0.5326163198503624,173,317,157,0.0,0.05,0.05,0.2,0.3,0.1,0.3
rank,public532,0.53238,0.48044901777362015,0.8198550557920166,0.5326163198503624,173,319,163,0.0,0.1,0.0,0.2,0.35,0.05,0.3
logit,public532,0.53238,-0.04779708533141366,0.8198550557920166,0.5326163198503624,173,305,159,0.05,0.0,0.05,0.2,0.25,0.1,0.35
logit,public532,0.53238,-0.06191173483910875,0.8198550557920166,0.5326163198503624,173,311,159,0.0,0.05,0.05,0.2,0.35,0.0,0.35
prob,public532,0.53238,0.4830526680114288,0.8198550557920166,0.5326163198503624,173,333,155,0.0,0.05,0.0,0.15,0.4,0.05,0.35
prob,public532,0.53238,0.4864933248740483,0.8198550557920166,0.5326163198503624,175,315,157,0.0,0.05,0.05,0.2,0.35,0.05,0.3
rank,public532,0.53238,0.4802385406922357,0.8198550557920166,0.5326163198503624,175,335,159,0.0,0.0,0.05,0.2,0.45,0.0,0.3
logit,public532,0.53238,-0.07041096245310077,0.8198550557920166,0.5326163198503624,175,329,157,0.0,0.05,0.0,0.15,0.4,0.05,0.35
prob,public532,0.53238,0.4861408730171346,0.8198550557920166,0.5326163198503624,177,315,159,0.0,0.1,0.0,0.2,0.3,0.05,0.35
prob,public532,0.53238,0.48406328044020264,0.8198550557920166,0.5326163198503624,177,337,165,0.0,0.0,0.0,0.15,0.4,0.1,0.35
logit,public532,0.53238,-0.06338319743618244,0.8198550557920166,0.5326163198503624,177,335,167,0.0,0.0,0.0,0.15,0.4,0.1,0.35
prob,public532,0.53238,0.4854786212258835,0.8198550557920166,0.5326163198503624,177,311,163,0.0,0.05,0.0,0.2,0.4,0.0,0.35
logit,public532,0.53238,-0.054693836743584,0.8198550557920166,0.5326163198503624,179,307,167,0.05,0.05,0.0,0.2,0.3,0.1,0.3
prob,public532,0.53238,0.48941846709719283,0.8198550557920166,0.5326163198503624,179,313,163,0.05,0.0,0.05,0.2,0.4,0.0,0.3
prob,public532,0.53238,0.4821884175137787,0.8198550557920166,0.5326163198503624,179,361,165,0.0,0.0,0.0,0.1,0.55,0.0,0.35
prob,public532,0.53238,0.4889091680951147,0.8198550557920166,0.5326163198503624,179,311,171,0.0,0.0,0.0,0.2,0.35,0.05,0.4
logit,public532,0.53238,-0.05987998396498808,0.8198550557920166,0.5326163198503624,181,303,169,0.0,0.05,0.0,0.2,0.35,0.05,0.35
prob,public532,0.53238,0.48617209081900975,0.8198550557920166,0.5326163198503624,187,309,173,0.0,0.05,0.0,0.2,0.35,0.1,0.3
